,Team,Over Record,Over %,Under %,Total +/-,Year,Rank,Record,FBS,FEI,OFEI,DFEI,NDE,NPD,NAY,NPP,ELS,GLS,ALS
156,Louisville,6-5-0,54.6,45.5,2.3,2008,85,5-7,4-7,-0.36,-0.79,0.11,-0.63,-0.67,-0.046,-0.85,0.25,1.85,5.57
157,Washington,6-5-1,54.6,45.5,-2.5,2008,114,0-12,0-12,-0.86,-1.1,-0.66,-2.32,-2.45,-0.316,-2.69,1.88,4.63,8.19
158,San Diego State,6-5-0,54.6,45.5,5.1,2008,112,2-10,2-9,-0.83,-0.9,-0.7,-1.39,-1.45,-0.195,-1.26,0.61,2.19,5.04
159,Baylor,6-5-0,54.6,45.5,-1.4,2008,47,4-8,3-8,0.14,0.34,0.17,-0.19,-0.43,-0.077,0.34,2.31,4.84,7.41
160,Tulsa,6-5-2,54.6,45.5,2.5,2008,29,11-3,10-3,0.33,0.77,0.2,1.55,1.47,0.222,1.56,0.15,1.0,4.02
161,Oregon State,7-6-0,53.9,46.2,0.9,2008,21,9-4,9-4,0.45,0.05,0.91,0.6,0.52,0.134,0.56,1.76,4.55,7.91
162,Hawaii,7-6-0,53.9,46.2,-0.1,2008,93,7-7,6-7,-0.41,-0.91,-0.04,-0.52,-0.48,-0.087,-1.0,1.21,2.59,5.21
163,Cincinnati,7-6-0,53.9,46.2,-2.4,2008,39,11-3,10-3,0.19,-0.64,0.91,0.18,0.29,0.068,0.62,0.99,2.73,6.3
164,Missouri,7-6-0,53.9,46.2,2.9,2008,9,10-4,9-4,0.79,0.78,0.62,0.8,0.91,0.171,1.81,1.81,4.24,8.24
165,Memphis,6-6-0,50.0,50.0,-0.5,2008,84,6-7,5-7,-0.34,-0.26,-0.23,-0.07,-0.13,0.032,-0.18,0.34,1.39,4.13
166,East Carolina,7-7-0,50.0,50.0,-5.4,2008,63,9-5,9-5,-0.05,-0.9,0.9,0.19,0.14,0.008,0.17,0.24,1.73,5.89
167,NC State,6-6-0,50.0,50.0,2.2,2008,57,6-7,5-7,0.05,-0.17,0.12,-0.31,-0.4,-0.086,-0.6,0.47,3.13,7.99
168,Notre Dame,6-6-1,50.0,50.0,-0.8,2008,45,7-6,7-6,0.15,-0.57,0.77,0.22,0.29,0.078,0.64,0.91,2.86,6.55
169,Georgia,6-6-0,50.0,50.0,5.8,2008,20,10-3,9-3,0.5,0.47,0.41,0.48,0.35,0.071,0.91,1.29,3.65,7.83
170,Central Michigan,6-6-0,50.0,50.0,1.8,2008,81,8-5,7-5,-0.31,-0.07,-0.49,-0.12,-0.11,-0.001,-0.5,0.23,1.2,4.21
171,Oklahoma State,6-6-0,50.0,50.0,2.9,2008,14,9-4,8-4,0.65,0.75,0.5,0.66,0.7,0.111,1.03,2.19,4.45,7.26
172,Minnesota,6-6-0,50.0,50.0,-6.7,2008,64,7-6,6-6,-0.05,-0.58,0.55,-0.21,-0.24,-0.074,-1.12,0.62,2.7,6.58
173,Ole Miss,6-6-0,50.0,50.0,0.6,2008,11,9-4,8-4,0.75,0.32,1.18,0.96,1.0,0.124,1.04,1.58,3.79,7.2
174,UCF,5-5-1,50.0,50.0,-5.9,2008,92,4-8,3-8,-0.41,-1.7,0.76,-0.7,-0.63,-0.117,-1.38,0.19,1.39,4.62
175,Florida International,6-6-0,50.0,50.0,3.1,2008,100,5-7,5-7,-0.55,-1.19,0.03,-0.37,-0.38,-0.045,-0.05,0.35,1.33,3.57
176,BYU,6-6-0,50.0,50.0,0.9,2008,25,10-3,9-3,0.37,0.52,0.18,0.93,1.01,0.143,0.91,0.67,2.15,4.79
177,Wake Forest,6-7-0,46.2,53.9,-4.4,2008,33,8-5,8-5,0.28,-0.84,1.23,0.19,0.12,0.066,0.12,0.54,3.23,8.32
178,Arizona,6-7-0,46.2,53.9,2.0,2008,18,8-5,8-5,0.51,0.24,0.78,1.02,1.06,0.136,1.12,1.09,3.13,6.26
179,Ball State,6-7-0,46.2,53.9,-4.0,2008,38,12-2,11-2,0.23,0.11,0.5,1.32,1.34,0.151,1.67,0.17,0.87,3.44
180,Michigan State,6-7-0,46.2,53.9,-3.7,2008,37,9-4,9-4,0.26,-0.42,0.94,0.24,0.31,0.037,-0.29,1.22,3.92,7.71
181,Ohio,5-6-0,45.5,54.6,-0.6,2008,89,4-8,3-8,-0.39,-0.9,0.18,-0.39,-0.42,-0.015,0.16,0.37,1.3,3.88
182,Kentucky,5-6-1,45.5,54.6,0.7,2008,61,7-6,6-6,-0.02,-1.02,0.66,-0.4,-0.29,-0.038,-1.05,1.28,2.98,6.12
183,New Mexico State,5-6-0,45.5,54.6,-2.8,2008,116,3-9,2-9,-0.89,-1.18,-0.51,-1.12,-1.19,-0.174,-0.7,0.33,1.24,3.77
184,Utah State,5-6-1,45.5,54.6,5.5,2008,104,3-9,3-9,-0.6,-1.07,-0.26,-1.07,-1.0,-0.194,-1.02,0.64,2.24,5.01
185,Northern Illinois,5-6-1,45.5,54.6,-7.5,2008,75,6-7,5-7,-0.16,-0.61,0.31,0.21,0.25,0.008,0.16,0.14,0.95,3.82
186,Navy,5-7-0,41.7,58.3,-3.9,2008,48,8-5,7-5,0.13,-0.04,-0.02,0.01,0.04,-0.049,-0.26,0.29,2.08,6.11
187,Maryland,5-7-0,41.7,58.3,-1.7,2008,59,8-5,7-5,0.02,-0.41,0.25,-0.27,-0.14,-0.043,0.17,0.52,2.87,7.03
188,Louisiana Tech,5-7-0,41.7,58.3,-4.0,2008,90,8-5,7-5,-0.39,-1.05,0.06,-0.29,-0.3,0.008,-0.42,0.34,1.21,3.61
189,Troy,5-7-0,41.7,58.3,-1.6,2008,67,8-5,7-5,-0.06,-0.63,0.45,0.45,0.44,0.057,0.62,0.58,1.84,4.03
190,Texas,5-7-1,41.7,58.3,-1.0,2008,3,12-1,12-1,1.37,1.48,1.49,2.23,2.21,0.24,1.66,1.87,4.67,8.32
191,Middle Tennessee,5-7-0,41.7,58.3,-1.3,2008,102,5-7,5-7,-0.57,-1.12,-0.09,-0.25,-0.2,-0.035,-0.52,0.12,0.48,2.65
192,TCU,5-7-0,41.7,58.3,-3.1,2008,7,11-2,10-2,0.82,0.01,1.77,1.59,1.54,0.268,1.04,1.22,3.0,5.84
193,Bowling Green,5-7-0,41.7,58.3,-1.7,2008,71,6-6,6-6,-0.11,-0.34,0.33,0.53,0.49,0.077,0.26,0.33,1.29,3.79
194,Temple,5-7-0,41.7,58.3,0.7,2008,78,5-7,5-7,-0.22,-1.11,0.53,-0.12,0.06,-0.057,-0.3,0.59,1.55,4.09
195,Iowa,5-7-0,41.7,58.3,-1.7,2008,13,9-4,8-4,0.65,-0.01,1.3,1.12,1.16,0.131,1.57,0.7,2.68,6.51
196,Ohio State,5-7-0,41.7,58.3,-4.0,2008,8,10-3,9-3,0.81,0.24,1.31,0.89,1.12,0.073,0.78,1.93,4.13,7.66
197,New Mexico,5-7-0,41.7,58.3,-3.6,2008,74,4-8,4-8,-0.13,-1.06,0.9,-0.17,-0.2,-0.001,-0.2,0.76,2.71,5.75
198,Rutgers,5-7-0,41.7,58.3,-1.4,2008,28,8-5,7-5,0.35,0.13,0.57,0.72,0.72,0.083,0.8,0.29,2.07,6.1
199,Boise State,5-7-0,41.7,58.3,-4.3,2008,15,12-1,11-1,0.65,0.2,1.26,1.8,1.92,0.189,2.02,0.5,1.64,4.2
200,South Carolina,5-7-0,41.7,58.3,-0.5,2008,35,7-6,6-6,0.27,-0.73,1.06,-0.14,-0.15,0.039,-0.04,1.5,4.04,7.9
201,West Virginia,5-7-0,41.7,58.3,-8.9,2008,34,9-4,8-4,0.27,-0.18,0.77,0.53,0.58,0.045,1.13,0.3,2.09,6.23
202,South Florida,5-7-0,41.7,58.3,-3.9,2008,46,8-5,7-5,0.15,-0.19,0.46,0.33,0.33,0.102,0.54,0.32,1.99,5.84
203,UAB,4-6-1,40.0,60.0,-3.5,2008,106,4-8,3-8,-0.64,-0.89,-0.37,-1.09,-1.05,-0.107,-1.53,0.18,1.26,4.45
204,Purdue,4-6-1,40.0,60.0,-3.5,2008,55,4-8,3-8,0.06,-0.54,0.75,-0.31,-0.33,-0.059,-0.42,1.14,3.54,6.91
205,Pittsburgh,5-8-0,38.5,61.5,0.5,2008,27,9-4,9-4,0.35,-0.25,0.92,0.38,0.49,0.072,0.53,0.48,2.86,7.59
206,Virginia Tech,5-8-0,38.5,61.5,-2.8,2008,32,10-4,9-4,0.3,-0.62,1.06,0.34,0.31,0.057,-0.17,0.47,3.03,7.82
207,Duke,4-7-0,36.4,63.6,-1.6,2008,65,4-8,3-8,-0.05,-0.95,0.62,-0.55,-0.57,-0.077,-1.29,0.34,2.68,7.24
208,Arizona State,4-7-0,36.4,63.6,-5.9,2008,52,5-7,4-7,0.08,-0.93,0.94,-0.27,-0.32,-0.036,-0.54,1.21,3.44,6.35
209,Army,4-7-0,36.4,63.6,-6.0,2008,101,3-9,3-8,-0.57,-1.51,0.47,-0.61,-0.57,-0.056,-0.66,0.16,1.09,4.04
210,Virginia,4-7-0,36.4,63.6,-2.8,2008,62,5-7,4-7,-0.02,-0.62,0.48,-0.54,-0.54,-0.058,-0.2,0.95,3.32,7.44
211,Eastern Michigan,4-7-0,36.4,63.6,7.7,2008,111,3-9,2-9,-0.81,-0.52,-0.82,-0.96,-1.25,-0.157,-2.05,0.15,1.02,4.09
212,Marshall,4-7-0,36.4,63.6,-6.3,2008,91,4-8,3-8,-0.41,-0.86,0.19,-0.73,-0.74,-0.129,-0.57,0.19,1.69,5.43
213,Georgia Tech,4-7-0,36.4,63.6,3.0,2008,30,9-4,7-4,0.32,-0.03,0.69,0.39,0.24,0.091,1.12,0.53,3.0,7.24
214,San Jose State,4-7-0,36.4,63.6,-5.1,2008,96,6-6,5-6,-0.46,-1.7,0.83,-0.19,-0.24,-0.001,0.04,0.33,1.31,3.55
215,Wyoming,4-7-0,36.4,63.6,-3.3,2008,107,4-8,3-8,-0.64,-1.4,0.38,-1.08,-1.15,-0.14,-0.54,0.61,2.23,5.35
216,Mississippi State,4-7-0,36.4,63.6,-1.5,2008,88,4-8,3-8,-0.38,-1.01,0.38,-0.7,-0.86,-0.104,-0.95,0.63,2.69,6.33
217,Alabama,5-9-0,35.7,64.3,-1.3,2008,10,12-2,12-2,0.75,0.03,1.3,1.11,1.15,0.16,1.24,1.54,3.92,7.61
218,Tulane,4-8-0,33.3,66.7,-2.1,2008,113,2-10,2-10,-0.86,-1.07,-0.28,-1.12,-1.3,-0.083,-1.26,0.42,1.86,4.93
219,UCLA,4-8-0,33.3,66.7,-2.3,2008,79,4-8,4-8,-0.26,-1.18,0.76,-0.71,-0.68,-0.084,-0.84,1.17,3.62,7.1
220,USC,4-8-1,33.3,66.7,-3.7,2008,4,12-1,12-1,1.28,0.74,1.78,2.16,2.21,0.32,3.06,1.24,4.08,7.9
221,Vanderbilt,4-9-0,30.8,69.2,-3.8,2008,49,7-6,7-6,0.12,-0.87,0.82,-0.25,-0.12,-0.079,-0.33,1.34,3.65,7.74
222,Florida Atlantic,4-9-0,30.8,69.2,-3.3,2008,95,7-6,7-6,-0.46,-0.67,-0.08,-0.08,-0.13,-0.005,0.26,0.83,1.55,3.64
223,Colorado,3-7-1,30.0,70.0,-4.4,2008,73,5-7,4-7,-0.12,-0.87,0.8,-0.55,-0.8,-0.087,-1.01,1.44,3.87,7.17
224,Toledo,3-8-1,27.3,72.7,-0.1,2008,108,3-9,3-9,-0.67,-1.06,-0.19,-0.71,-0.8,-0.097,-0.37,0.24,1.13,4.04
225,Clemson,3-8-0,27.3,72.7,-5.5,2008,31,7-6,5-6,0.32,-0.77,1.18,0.09,0.22,-0.007,0.49,0.61,3.16,7.45
226,Auburn,3-8-0,27.3,72.7,-8.7,2008,58,5-7,4-7,0.03,-1.18,0.93,-0.49,-0.43,-0.035,-0.71,0.71,2.99,6.62
227,Northwestern,3-9-0,25.0,75.0,-5.1,2008,43,9-4,8-4,0.16,-0.4,0.83,0.34,0.36,0.034,0.17,0.81,2.95,6.52
228,Western Kentucky,2-8-0,20.0,80.0,-6.6,2008,117,2-10,0-10,-1.04,-1.64,-0.51,-1.46,-1.51,-0.201,-1.22,0.37,1.47,3.84
229,Arkansas State,2-9-0,18.2,81.8,-5.8,2008,99,6-6,5-6,-0.51,-1.05,0.1,-0.16,-0.21,-0.01,-0.09,0.33,1.03,3.13
230,Tennessee,1-10-1,9.1,90.9,-9.2,2008,54,5-7,5-7,0.06,-1.01,1.15,0.13,0.07,0.002,0.35,1.28,2.97,6.17
231,NC State,10-2-0,83.3,16.7,8.4,2009,75,5-7,3-7,-0.16,0.17,-0.27,-0.65,-0.76,-0.111,-0.7,0.8,3.21,6.85
232,Temple,9-3-0,75.0,25.0,7.0,2009,63,9-4,9-3,-0.04,-0.48,0.48,0.76,0.81,0.047,0.15,0.3,1.17,3.31
233,Auburn,8-3-2,72.7,27.3,6.9,2009,26,8-5,7-5,0.4,0.09,0.51,0.05,0.08,0.01,0.33,1.23,4.21,8.24
234,Oregon,9-4-0,69.2,30.8,4.9,2009,10,10-3,10-3,0.66,0.37,1.02,0.97,0.89,0.102,1.5,0.81,3.87,8.58
235,Connecticut,9-4-0,69.2,30.8,7.5,2009,34,8-5,7-5,0.33,0.08,0.43,0.22,0.24,0.035,-0.13,0.52,2.79,7.07
236,Stanford,9-4-0,69.2,30.8,8.6,2009,22,8-5,8-5,0.49,0.81,-0.17,0.37,0.61,0.068,0.31,0.72,3.48,7.81
237,Wisconsin,9-4-0,69.2,30.8,1.6,2009,25,10-3,9-3,0.4,0.21,0.92,0.99,0.87,0.152,0.6,0.5,2.46,6.47
238,Troy,9-4-0,69.2,30.8,4.1,2009,65,9-4,9-4,-0.08,-0.17,0.05,0.42,0.52,0.074,0.7,0.85,1.95,4.04
239,North Texas,8-4-0,66.7,33.3,4.3,2009,110,2-10,2-10,-0.76,-0.74,-0.59,-0.48,-0.6,-0.015,-0.11,0.63,1.2,2.82
240,UAB,8-4-0,66.7,33.3,1.3,2009,90,5-7,5-7,-0.4,-0.33,-0.36,-0.25,-0.38,-0.066,0.33,0.22,1.27,4.32
241,Indiana,6-3-2,66.7,33.3,3.1,2009,80,4-8,3-8,-0.21,-0.31,-0.09,-0.6,-0.64,-0.077,-0.61,0.58,2.53,5.95
242,Michigan State,8-4-0,66.7,33.3,5.2,2009,46,6-7,5-7,0.16,-0.07,0.27,-0.21,-0.17,-0.006,0.69,0.63,3.06,7.31
243,Rice,8-4-0,66.7,33.3,1.3,2009,117,2-10,2-10,-1.09,-1.38,-0.85,-1.95,-1.94,-0.28,-2.37,0.32,1.78,5.27
244,Toledo,8-4-0,66.7,33.3,8.6,2009,100,5-7,5-7,-0.59,-0.4,-0.58,-0.43,-0.7,-0.037,0.16,0.32,1.39,4.07
245,Kansas,7-4-0,63.6,36.4,1.9,2009,55,5-7,4-7,0.07,-0.05,0.27,-0.18,-0.34,0.012,-0.07,1.08,3.28,6.54
246,Middle Tennessee,8-5-0,61.5,38.5,1.2,2009,71,10-3,10-3,-0.13,-0.96,0.71,0.6,0.59,0.091,1.07,0.27,1.08,3.31
247,Houston,8-5-0,61.5,38.5,3.8,2009,45,10-4,9-4,0.19,0.75,-0.26,0.76,0.66,0.136,0.5,0.37,1.94,5.37
248,Florida State,8-5-0,61.5,38.5,5.3,2009,37,7-6,6-6,0.29,0.44,-0.19,-0.41,-0.22,-0.025,-0.82,1.24,4.2,8.4
249,Texas A&M,8-5-0,61.5,38.5,5.3,2009,48,6-7,6-7,0.14,0.54,0.1,0.37,0.16,0.045,0.15,1.12,3.56,7.2
250,Tennessee,8-5-0,61.5,38.5,4.2,2009,23,7-6,7-6,0.49,0.17,1.01,0.81,0.66,0.082,0.68,1.78,4.59,8.11
251,BYU,8-5-0,61.5,38.5,1.5,2009,20,11-2,11-2,0.52,0.44,0.64,1.23,1.35,0.137,1.34,0.8,2.73,5.84
252,Duke,6-4-1,60.0,40.0,3.3,2009,73,5-7,4-6,-0.14,-0.44,0.24,-0.43,-0.53,-0.029,-0.33,0.76,2.78,5.96
253,Colorado,7-5-0,58.3,41.7,0.1,2009,77,3-9,3-9,-0.18,-1.1,0.73,-0.54,-0.45,-0.103,-1.24,0.77,2.79,6.49
254,Wyoming,7-5-0,58.3,41.7,-4.1,2009,91,7-6,6-6,-0.41,-1.17,0.14,-1.03,-1.06,-0.157,-1.38,0.96,2.81,5.71
255,Florida International,7-5-0,58.3,41.7,0.8,2009,106,3-9,3-9,-0.7,-1.26,-0.33,-1.08,-0.92,-0.177,-1.97,1.18,2.23,4.0
256,Northern Illinois,7-5-1,58.3,41.7,1.6,2009,72,7-6,6-6,-0.13,-0.56,0.05,0.05,0.34,-0.015,-0.31,0.21,1.1,3.61
257,UTEP,7-5-0,58.3,41.7,2.1,2009,97,4-8,4-8,-0.5,-0.25,-0.54,-0.11,-0.21,-0.025,0.26,0.52,1.41,3.62
258,Michigan,7-5-0,58.3,41.7,5.9,2009,62,5-7,4-7,-0.02,-0.43,0.42,-0.23,-0.16,-0.047,-0.67,0.63,2.74,6.17
259,Louisiana Tech,7-5-0,58.3,41.7,3.7,2009,74,4-8,3-8,-0.14,-0.66,0.34,0.03,-0.07,-0.05,-0.17,0.56,2.13,4.81
260,South Florida,7-5-0,58.3,41.7,-2.7,2009,59,8-5,6-5,0.04,-0.57,0.91,0.21,-0.09,-0.017,0.51,0.58,2.76,6.34
261,Clemson,8-6-0,57.1,42.9,2.8,2009,19,9-5,8-5,0.54,-0.27,1.31,0.62,0.57,0.085,0.92,0.94,3.96,8.63
262,TCU,6-5-2,54.6,45.5,0.6,2009,5,12-1,11-1,0.86,0.28,1.39,1.72,1.8,0.298,2.66,0.64,2.49,5.76
263,Utah State,6-5-1,54.6,45.5,3.9,2009,93,4-8,3-8,-0.43,-0.63,-0.23,-0.52,-0.63,-0.033,-0.9,0.48,2.0,4.83
264,Virginia,6-5-0,54.6,45.5,0.9,2009,58,3-9,3-8,0.05,-0.8,0.88,-0.48,-0.47,-0.129,-0.98,1.18,3.89,7.45
265,Mississippi State,6-5-0,54.6,45.5,2.1,2009,41,5-7,4-7,0.28,-0.42,0.74,-0.5,-0.42,-0.037,-0.45,1.79,4.86,8.34
266,Cincinnati,7-6-0,53.9,46.2,5.8,2009,15,12-1,11-1,0.6,0.97,0.42,1.15,1.18,0.128,2.13,0.91,2.91,6.55
267,Kentucky,7-6-0,53.9,46.2,-0.6,2009,39,7-6,6-6,0.28,-0.15,0.55,-0.09,0.09,-0.045,-0.65,1.54,4.06,7.37
268,Minnesota,7-6-0,53.9,46.2,-3.6,2009,60,6-7,5-7,0.02,-0.66,0.44,-0.57,-0.43,-0.087,-0.5,0.64,3.07,7.36
269,California,7-6-0,53.9,46.2,0.5,2009,52,8-5,7-5,0.11,-0.18,0.44,0.12,-0.05,-0.011,0.21,0.56,3.03,7.29
270,Alabama,7-6-1,53.9,46.2,-2.2,2009,2,14-0,13-0,1.15,0.49,1.85,1.53,1.57,0.251,2.45,2.01,5.68,9.48
271,East Carolina,7-6-0,53.9,46.2,-3.5,2009,51,9-5,8-5,0.12,-0.52,0.64,0.17,0.28,0.009,-0.34,0.71,2.54,6.03
272,North Carolina,6-6-0,50.0,50.0,-3.8,2009,29,8-5,6-5,0.36,-0.77,1.48,0.17,0.08,0.012,0.09,0.92,3.66,7.65
273,UL Monroe,6-6-0,50.0,50.0,-3.4,2009,101,6-6,5-6,-0.6,-1.03,0.07,-0.32,-0.44,-0.021,0.13,0.53,1.46,3.44
274,Eastern Michigan,6-6-0,50.0,50.0,2.7,2009,120,0-12,0-12,-1.18,-1.31,-1.09,-1.79,-1.77,-0.219,-2.61,0.3,1.31,4.03
275,San Jose State,6-6-0,50.0,50.0,-3.8,2009,115,2-10,1-10,-0.98,-1.57,-0.32,-1.71,-1.64,-0.263,-2.39,0.51,2.12,5.14
276,West Virginia,6-6-0,50.0,50.0,-3.7,2009,42,9-4,8-4,0.28,-0.31,1.0,0.53,0.48,0.072,0.88,0.51,2.71,6.93
277,Western Kentucky,6-6-0,50.0,50.0,4.7,2009,116,0-12,0-11,-1.07,-0.87,-1.25,-1.55,-1.59,-0.242,-1.39,0.22,1.08,3.39
278,Notre Dame,6-6-0,50.0,50.0,-0.8,2009,33,6-6,6-6,0.33,0.43,0.36,0.54,0.51,0.072,0.32,0.46,2.94,7.42
279,New Mexico,6-6-0,50.0,50.0,-0.4,2009,111,1-11,1-11,-0.79,-1.19,-0.45,-1.57,-1.73,-0.214,-1.47,0.72,2.61,5.74
280,Buffalo,6-6-0,50.0,50.0,-2.5,2009,89,5-7,4-7,-0.35,-0.65,0.13,-0.05,-0.15,-0.005,0.65,0.26,1.16,3.72
281,San Diego State,6-6-0,50.0,50.0,1.5,2009,98,4-8,3-8,-0.55,-0.87,-0.33,-0.79,-0.78,-0.127,-0.41,0.56,2.05,4.7
282,Air Force,6-6-0,50.0,50.0,-4.2,2009,32,8-5,7-5,0.33,-0.44,1.2,0.95,0.84,0.108,0.1,0.57,2.17,5.25
283,Washington,6-6-0,50.0,50.0,-1.5,2009,50,5-7,5-7,0.13,-0.06,0.33,-0.01,-0.1,-0.028,-0.59,0.7,3.4,7.57
284,Fresno State,6-6-0,50.0,50.0,4.7,2009,68,8-5,7-5,-0.09,0.12,-0.33,0.17,0.33,0.045,-0.39,0.55,1.93,4.6
285,Northwestern,6-6-0,50.0,50.0,-0.9,2009,67,8-5,7-5,-0.08,-0.5,0.46,0.0,-0.05,0.02,-0.42,0.48,2.38,5.96
286,Arkansas,6-6-0,50.0,50.0,2.7,2009,13,8-5,7-5,0.62,0.47,0.68,0.5,0.52,0.009,0.44,1.57,4.52,8.35
287,Florida Atlantic,6-6-0,50.0,50.0,1.4,2009,104,5-7,5-7,-0.63,-0.05,-1.05,-0.38,-0.55,-0.032,-1.09,0.34,1.18,3.31
288,Texas,7-7-0,50.0,50.0,0.6,2009,3,13-1,13-1,1.0,0.32,1.68,1.57,1.61,0.235,2.0,1.26,3.84,7.89
289,Boise State,7-7-0,50.0,50.0,1.6,2009,7,14-0,13-0,0.78,0.38,1.27,2.07,2.13,0.275,1.92,0.58,1.77,4.36
290,Wake Forest,6-6-0,50.0,50.0,2.3,2009,54,5-7,4-7,0.1,0.0,0.39,0.05,-0.16,0.038,0.07,0.65,3.02,6.93
291,Oregon State,6-6-0,50.0,50.0,3.6,2009,27,8-5,7-5,0.39,0.23,0.45,0.34,0.46,0.084,-0.01,0.71,3.39,7.48
292,Central Michigan,6-7-1,46.2,53.9,-2.4,2009,38,12-2,11-2,0.28,0.15,0.5,1.19,1.16,0.13,0.85,0.2,1.15,4.22
293,Virginia Tech,6-7-0,46.2,53.9,0.0,2009,4,10-3,10-3,0.94,0.52,1.41,1.37,1.35,0.184,1.65,1.26,4.15,8.44
294,Bowling Green,6-7-0,46.2,53.9,-1.1,2009,82,7-6,7-6,-0.24,-0.53,-0.03,-0.02,0.02,0.04,-0.41,0.4,1.45,4.21
295,Ole Miss,6-7-0,46.2,53.9,-3.6,2009,21,9-4,7-4,0.5,-0.35,1.33,0.53,0.52,0.098,1.03,1.14,3.69,7.12
296,Nevada,6-7-0,46.2,53.9,3.3,2009,57,8-5,8-5,0.05,0.43,-0.34,0.63,0.64,0.076,0.49,0.41,1.5,4.35
297,South Carolina,6-7-0,46.2,53.9,-5.5,2009,40,7-6,6-6,0.28,-0.53,1.27,-0.04,-0.07,0.014,0.11,1.73,4.75,8.41
298,Louisiana,5-6-0,45.5,54.6,-2.0,2009,108,6-6,5-6,-0.73,-1.07,-0.17,-0.54,-0.74,-0.117,-1.02,0.44,1.48,3.52
299,Memphis,5-6-1,45.5,54.6,1.0,2009,109,2-10,1-10,-0.74,-0.92,-0.56,-1.37,-1.46,-0.199,-1.57,0.3,1.67,5.09
300,Purdue,5-6-1,45.5,54.6,3.7,2009,56,5-7,5-7,0.06,-0.39,0.68,0.09,-0.01,0.008,0.44,0.56,2.62,6.57
301,Colorado State,5-6-1,45.5,54.6,-1.7,2009,94,3-9,2-9,-0.45,-0.47,-0.32,-0.6,-0.81,-0.082,-0.33,0.56,2.08,4.95
302,UNLV,5-6-0,45.5,54.6,2.0,2009,95,5-7,4-7,-0.47,-0.36,-0.63,-0.88,-0.88,-0.101,-1.37,0.62,2.36,5.3
303,Kent State,5-6-0,45.5,54.6,-3.7,2009,99,5-7,4-7,-0.55,-1.38,0.25,-0.4,-0.38,-0.097,-0.26,0.13,0.69,3.07
304,UCF,5-6-1,45.5,54.6,-0.3,2009,64,8-5,7-5,-0.06,-0.8,0.55,0.11,0.3,-0.011,-0.19,0.65,2.14,4.98
305,Ohio,6-8-0,42.9,57.1,-2.3,2009,76,9-5,8-5,-0.17,-1.17,0.59,-0.09,-0.04,-0.042,0.1,0.29,1.39,4.35
306,Akron,5-7-0,41.7,58.3,-1.0,2009,112,3-9,2-9,-0.79,-1.41,-0.33,-1.35,-1.35,-0.193,-0.81,0.3,1.3,4.14
307,Georgia Tech,5-7-1,41.7,58.3,6.3,2009,12,11-3,10-3,0.63,0.92,0.15,0.49,0.55,0.037,-0.35,1.05,4.35,9.17
308,Boston College,5-7-0,41.7,58.3,-1.6,2009,44,8-5,7-5,0.23,-0.66,1.29,0.22,0.29,-0.032,0.3,0.77,3.28,7.47
309,Texas Tech,5-7-0,41.7,58.3,-1.4,2009,14,9-4,8-4,0.61,0.21,1.07,1.06,1.16,0.137,1.33,1.0,3.38,6.88
310,Hawaii,5-7-0,41.7,58.3,-5.8,2009,102,6-7,5-7,-0.6,-0.82,-0.49,-0.76,-0.83,-0.034,0.33,0.43,1.69,4.39
311,Georgia,5-7-1,41.7,58.3,2.2,2009,28,8-5,7-5,0.36,-0.08,0.77,-0.05,0.01,-0.03,0.36,1.34,4.56,8.85
312,Washington State,5-7-0,41.7,58.3,-5.0,2009,114,1-11,1-11,-0.93,-1.57,-0.47,-2.24,-2.32,-0.365,-3.19,0.57,3.12,7.53
313,Maryland,5-7-0,41.7,58.3,1.9,2009,84,2-10,1-10,-0.27,-0.88,0.18,-1.03,-0.92,-0.143,-1.29,0.62,2.75,6.74
314,Miami (OH),5-7-0,41.7,58.3,-1.8,2009,113,1-11,1-11,-0.83,-1.2,-0.2,-1.26,-1.53,-0.127,-1.42,0.52,1.95,5.17
315,LSU,5-8-0,38.5,61.5,-6.0,2009,16,9-4,9-4,0.59,-0.24,1.08,0.35,0.51,-0.031,0.25,1.73,4.67,8.26
316,Florida,5-8-0,38.5,61.5,-5.0,2009,1,13-1,12-1,1.19,0.75,1.69,1.92,1.99,0.335,2.6,1.31,4.56,8.93
317,Oklahoma State,5-8-0,38.5,61.5,-6.1,2009,36,9-4,8-4,0.29,-0.51,1.11,0.2,0.29,0.007,0.33,1.05,3.66,7.43
318,USC,5-8-0,38.5,61.5,-3.3,2009,30,9-4,9-4,0.36,-0.14,0.82,0.53,0.51,0.055,1.34,0.72,3.57,7.95
319,Missouri,5-8-0,38.5,61.5,0.7,2009,49,8-5,7-5,0.14,-0.18,0.45,0.08,0.16,0.043,0.86,0.75,2.7,6.59
320,Rutgers,5-8-0,38.5,61.5,-0.7,2009,47,9-4,7-4,0.16,-0.76,0.71,0.02,0.14,0.017,-0.23,0.43,1.99,5.18
321,Arizona,5-8-0,38.5,61.5,0.4,2009,31,8-5,7-5,0.34,-0.12,0.81,0.25,0.17,0.065,0.55,0.78,3.73,8.06
322,Iowa,4-7-1,36.4,63.6,-5.4,2009,24,11-2,10-2,0.45,-0.62,1.52,0.67,0.79,0.108,1.25,0.71,3.13,7.16
323,Western Michigan,4-7-1,36.4,63.6,-1.6,2009,96,5-7,4-7,-0.48,-0.92,0.04,-0.21,-0.21,0.012,-0.54,0.15,0.83,3.17
